Date,Series,Value
2018-03-16,Average Tone,-0.5614
2018-03-17,Average Tone,-0.3685
2018-03-18,Average Tone,-0.4146
2018-03-19,Average Tone,-0.553
2018-03-20,Average Tone,-0.5804
2018-03-21,Average Tone,0.0295
2018-03-22,Average Tone,-0.985
2018-03-23,Average Tone,-1.3011
2018-03-24,Average Tone,-1.8134
2018-03-25,Average Tone,-0.9166
2018-03-26,Average Tone,-0.5871
2018-03-27,Average Tone,-0.0555
2018-03-28,Average Tone,0.3732
2018-03-29,Average Tone,0.3011
2018-03-30,Average Tone,-1.134
2018-03-31,Average Tone,-1.716
2018-04-01,Average Tone,-1.6375
2018-04-02,Average Tone,-1.4577
2018-04-03,Average Tone,-0.9931
2018-04-04,Average Tone,-2.391
2018-04-05,Average Tone,-1.2113
2018-04-06,Average Tone,-1.276
2018-04-07,Average Tone,-1.1978
2018-04-08,Average Tone,-1.0387
2018-04-09,Average Tone,-0.1923
2018-04-10,Average Tone,-1.0987
2018-04-11,Average Tone,-2.1641
2018-04-12,Average Tone,-1.0622
2018-04-13,Average Tone,-0.4614
2018-04-14,Average Tone,-2.028
2018-04-15,Average Tone,-2.3061
2018-04-16,Average Tone,-1.1504
2018-04-17,Average Tone,-1.8761
2018-04-18,Average Tone,-0.3378
2018-04-19,Average Tone,-0.3973
2018-04-20,Average Tone,-1.8075
2018-04-21,Average Tone,-0.9457
2018-04-22,Average Tone,-0.5478
2018-04-23,Average Tone,-0.9833
2018-04-24,Average Tone,-0.7461
2018-04-25,Average Tone,0.2737
2018-04-26,Average Tone,-0.1
2018-04-27,Average Tone,-0.1838
2018-04-28,Average Tone,-0.3858
2018-04-29,Average Tone,-1.5332
2018-04-30,Average Tone,-0.1386
2018-05-01,Average Tone,0.2571
2018-05-02,Average Tone,-0.6155
2018-05-03,Average Tone,0.5315
2018-05-04,Average Tone,-1.1734
2018-05-05,Average Tone,-1.5579
2018-05-06,Average Tone,-1.4613
2018-05-07,Average Tone,-0.4922
2018-05-08,Average Tone,-0.7889
