Date,Series,Value
2017-06-18,Average Tone,-1.8599
2017-06-19,Average Tone,-1.1962
2017-06-20,Average Tone,-1.2303
2017-06-21,Average Tone,-1.0307
2017-06-22,Average Tone,-1.6867
2017-06-23,Average Tone,-1.728
2017-06-24,Average Tone,-2.2932
2017-06-25,Average Tone,-2.2121
2017-06-26,Average Tone,-1.0767
2017-06-27,Average Tone,-1.558
2017-06-28,Average Tone,-2.5183
2017-06-29,Average Tone,-1.4396
2017-06-30,Average Tone,-1.2215
2017-07-01,Average Tone,-2.1097
2017-07-02,Average Tone,-2.8337
2017-07-03,Average Tone,-1.5247
2017-07-04,Average Tone,-0.4919
2017-07-05,Average Tone,-1.4686
2017-07-06,Average Tone,-1.5969
2017-07-07,Average Tone,-1.1778
2017-07-08,Average Tone,-0.9147
2017-07-09,Average Tone,-1.8317
2017-07-10,Average Tone,-1.5683
2017-07-11,Average Tone,-1.757
2017-07-12,Average Tone,-1.6265
2017-07-13,Average Tone,-1.9128
2017-07-14,Average Tone,-1.1444
2017-07-15,Average Tone,-2.1952
2017-07-16,Average Tone,-2.7369
2017-07-17,Average Tone,-1.8459
2017-07-18,Average Tone,-1.2254
2017-07-19,Average Tone,-0.9619
2017-07-20,Average Tone,-1.4301
2017-07-21,Average Tone,-1.3328
2017-07-22,Average Tone,-1.2859
2017-07-23,Average Tone,-1.8113
2017-07-24,Average Tone,-1.0903
2017-07-25,Average Tone,-1.2994
2017-07-26,Average Tone,-1.1581
2017-07-27,Average Tone,-1.7064
2017-07-28,Average Tone,-1.8292
2017-07-29,Average Tone,-1.5016
2017-07-30,Average Tone,-0.9356
2017-07-31,Average Tone,-1.417
2017-08-01,Average Tone,-1.9212
2017-08-02,Average Tone,-1.7899
2017-08-03,Average Tone,-1.261
2017-08-04,Average Tone,-1.877
2017-08-05,Average Tone,-1.7247
2017-08-06,Average Tone,-1.4948
2017-08-07,Average Tone,-1.6117
2017-08-08,Average Tone,-1.9964
2017-08-09,Average Tone,-2.5551
2017-08-10,Average Tone,-1.8205
2017-08-11,Average Tone,-2.9234
2017-08-12,Average Tone,-1.8444
2017-08-13,Average Tone,-2.4771
2017-08-14,Average Tone,-1.4416
2017-08-15,Average Tone,-1.927
2017-08-16,Average Tone,-1.6684
2017-08-17,Average Tone,-1.5906
2017-08-18,Average Tone,-2.7049
2017-08-19,Average Tone,-3.0324
2017-08-20,Average Tone,-2.2874
2017-08-21,Average Tone,-1.9877
2017-08-22,Average Tone,-1.5708
2017-08-23,Average Tone,-1.8434
2017-08-24,Average Tone,-1.4036
2017-08-25,Average Tone,-1.6522
2017-08-26,Average Tone,-1.932
2017-08-27,Average Tone,-2.0456
2017-08-28,Average Tone,-0.6011
2017-08-29,Average Tone,-1.4652
2017-08-30,Average Tone,-1.3173
2017-08-31,Average Tone,-0.6564
2017-09-01,Average Tone,-1.4717
2017-09-02,Average Tone,-1.326
2017-09-03,Average Tone,-1.5352
2017-09-04,Average Tone,-1.3227
2017-09-05,Average Tone,-1.0702
2017-09-06,Average Tone,-0.6965
2017-09-07,Average Tone,-1.0208
2017-09-08,Average Tone,-1.2069
2017-09-09,Average Tone,-0.7437
2017-09-10,Average Tone,-1.0709
2017-09-11,Average Tone,-1.2946
2017-09-12,Average Tone,-2.4276
2017-09-13,Average Tone,-1.0389
2017-09-14,Average Tone,-1.6614
2017-09-15,Average Tone,-1.5223
2017-09-16,Average Tone,-1.4012
2017-09-17,Average Tone,-1.5477
2017-09-18,Average Tone,-1.4267
2017-09-19,Average Tone,-1.4076
2017-09-20,Average Tone,-1.7103
2017-09-21,Average Tone,-1.2691
2017-09-22,Average Tone,-1.5028
2017-09-23,Average Tone,-1.7057
2017-09-24,Average Tone,-1.6065
2017-09-25,Average Tone,-0.7681
2017-09-26,Average Tone,-1.5009
2017-09-27,Average Tone,-0.6949
2017-09-28,Average Tone,-0.9036
2017-09-29,Average Tone,-0.5579
2017-09-30,Average Tone,-1.7266
2017-10-01,Average Tone,-0.93
2017-10-02,Average Tone,-0.6801
2017-10-03,Average Tone,-0.3105
2017-10-04,Average Tone,-0.8518
2017-10-05,Average Tone,-1.0789
2017-10-06,Average Tone,-0.7835
2017-10-07,Average Tone,-2.2307
2017-10-08,Average Tone,-2.0687
2017-10-09,Average Tone,-0.9424
2017-10-10,Average Tone,-1.0534
2017-10-11,Average Tone,-1.1177
2017-10-12,Average Tone,-1.2046
2017-10-13,Average Tone,-1.4445
2017-10-14,Average Tone,-0.6005
2017-10-15,Average Tone,-1.4362
2017-10-16,Average Tone,-1.4323
2017-10-17,Average Tone,-1.0188
2017-10-18,Average Tone,-0.3883
2017-10-19,Average Tone,-1.4175
2017-10-20,Average Tone,-1.4066
2017-10-21,Average Tone,-1.4219
2017-10-22,Average Tone,-1.4844
2017-10-23,Average Tone,-1.0741
2017-10-24,Average Tone,-1.4238
2017-10-25,Average Tone,-1.0717
2017-10-26,Average Tone,-1.1617
2017-10-27,Average Tone,-1.0116
2017-10-28,Average Tone,-1.4438
2017-10-29,Average Tone,-1.733
2017-10-30,Average Tone,-1.0737
2017-10-31,Average Tone,-1.4464
2017-11-01,Average Tone,-0.9127
2017-11-02,Average Tone,-1.1869
2017-11-03,Average Tone,-1.0531
2017-11-04,Average Tone,-1.6661
2017-11-05,Average Tone,-0.98
2017-11-06,Average Tone,-1.7711
2017-11-07,Average Tone,-0.971
2017-11-08,Average Tone,-1.1435
2017-11-09,Average Tone,-0.8091
2017-11-10,Average Tone,-1.104
2017-11-11,Average Tone,-0.9147
2017-11-12,Average Tone,-0.8929
2017-11-13,Average Tone,-1.0547
2017-11-14,Average Tone,-1.148
2017-11-15,Average Tone,-1.388
2017-11-16,Average Tone,-1.3882
2017-11-17,Average Tone,-1.6157
2017-11-18,Average Tone,-1.2157
2017-11-19,Average Tone,-1.0369
2017-11-20,Average Tone,-0.9418
2017-11-21,Average Tone,-1.5573
2017-11-22,Average Tone,-1.4746
2017-11-23,Average Tone,-1.0571
2017-11-24,Average Tone,-1.0541
