Date,Series,Value
2017-06-18,Average Tone,-0.4039
2017-06-19,Average Tone,-1.1334
2017-06-20,Average Tone,-0.7622
2017-06-21,Average Tone,-1.7934
2017-06-22,Average Tone,-0.7099
2017-06-23,Average Tone,-0.6844
2017-06-24,Average Tone,-0.9898
2017-06-25,Average Tone,-0.9682
2017-06-26,Average Tone,-1.3621
2017-06-27,Average Tone,-1.3943
2017-06-28,Average Tone,-1.369
2017-06-29,Average Tone,-1.791
2017-06-30,Average Tone,-1.421
2017-07-01,Average Tone,-1.2223
2017-07-02,Average Tone,-1.2855
2017-07-03,Average Tone,-1.5885
2017-07-04,Average Tone,-1.5796
2017-07-05,Average Tone,-1.8096
2017-07-06,Average Tone,-2.2995
2017-07-07,Average Tone,-2.5585
2017-07-08,Average Tone,-1.7193
2017-07-09,Average Tone,-1.7597
2017-07-10,Average Tone,-1.0203
2017-07-11,Average Tone,-1.0676
2017-07-12,Average Tone,-0.5583
2017-07-13,Average Tone,-1.1968
2017-07-14,Average Tone,-1.2306
2017-07-15,Average Tone,-0.9331
2017-07-16,Average Tone,-0.7001
2017-07-17,Average Tone,-0.849
2017-07-18,Average Tone,-1.1953
2017-07-19,Average Tone,-1.2989
2017-07-20,Average Tone,-0.656
2017-07-21,Average Tone,-0.9161
2017-07-22,Average Tone,-1.1923
2017-07-23,Average Tone,-1.1362
2017-07-24,Average Tone,-2.2459
2017-07-25,Average Tone,-1.2018
2017-07-26,Average Tone,-1.2421
2017-07-27,Average Tone,-0.838
2017-07-28,Average Tone,-0.7781
2017-07-29,Average Tone,-2.713
2017-07-30,Average Tone,-1.9734
2017-07-31,Average Tone,-1.1256
2017-08-01,Average Tone,-1.1801
2017-08-02,Average Tone,-1.4004
2017-08-03,Average Tone,-1.4818
2017-08-04,Average Tone,-1.9685
2017-08-05,Average Tone,-3.4059
2017-08-06,Average Tone,-3.0591
2017-08-07,Average Tone,-2.1377
2017-08-08,Average Tone,-1.2465
2017-08-09,Average Tone,-1.9252
2017-08-10,Average Tone,-2.3749
2017-08-11,Average Tone,-2.0027
2017-08-12,Average Tone,-2.1679
2017-08-13,Average Tone,-1.8296
2017-08-14,Average Tone,-3.795
2017-08-15,Average Tone,-2.6791
2017-08-16,Average Tone,-0.8815
2017-08-17,Average Tone,-2.2655
2017-08-18,Average Tone,-2.1648
2017-08-19,Average Tone,-1.796
2017-08-20,Average Tone,-2.3477
2017-08-21,Average Tone,-1.3225
2017-08-22,Average Tone,-1.6591
2017-08-23,Average Tone,-1.6281
2017-08-24,Average Tone,-1.4612
2017-08-25,Average Tone,-1.4957
2017-08-26,Average Tone,-2.8725
2017-08-27,Average Tone,-1.2948
2017-08-28,Average Tone,-1.4052
2017-08-29,Average Tone,-1.3163
2017-08-30,Average Tone,-1.2259
2017-08-31,Average Tone,-1.6491
2017-09-01,Average Tone,-0.9375
2017-09-02,Average Tone,-1.3448
2017-09-03,Average Tone,-1.9762
2017-09-04,Average Tone,-2.2628
2017-09-05,Average Tone,-2.1129
2017-09-06,Average Tone,-1.6718
2017-09-07,Average Tone,-2.0141
2017-09-08,Average Tone,-1.4193
2017-09-09,Average Tone,-1.3403
2017-09-10,Average Tone,-0.9941
2017-09-11,Average Tone,-1.5211
2017-09-12,Average Tone,-1.7369
2017-09-13,Average Tone,-1.384
2017-09-14,Average Tone,-0.9009
2017-09-15,Average Tone,-1.1294
2017-09-16,Average Tone,-1.0535
2017-09-17,Average Tone,-1.7605
2017-09-18,Average Tone,-1.0223
2017-09-19,Average Tone,-2.2731
2017-09-20,Average Tone,-1.9915
2017-09-21,Average Tone,-2.0729
2017-09-22,Average Tone,-2.7937
2017-09-23,Average Tone,-3.0033
2017-09-24,Average Tone,-2.8025
2017-09-25,Average Tone,-1.0178
2017-09-26,Average Tone,-0.9589
2017-09-27,Average Tone,-0.9878
2017-09-28,Average Tone,-1.2932
2017-09-29,Average Tone,-1.9677
2017-09-30,Average Tone,-1.7765
2017-10-01,Average Tone,-0.92
2017-10-02,Average Tone,-1.0655
2017-10-03,Average Tone,-1.0694
2017-10-04,Average Tone,-1.4889
2017-10-05,Average Tone,-1.3192
2017-10-06,Average Tone,-1.2699
2017-10-07,Average Tone,-1.5813
2017-10-08,Average Tone,-0.6639
2017-10-09,Average Tone,-0.2349
2017-10-10,Average Tone,-0.5328
2017-10-11,Average Tone,-0.3572
2017-10-12,Average Tone,-1.2219
2017-10-13,Average Tone,-1.0238
2017-10-14,Average Tone,-0.8993
2017-10-15,Average Tone,-1.0753
2017-10-16,Average Tone,-1.0213
2017-10-17,Average Tone,-0.8425
2017-10-18,Average Tone,-0.5545
2017-10-19,Average Tone,-0.5684
2017-10-20,Average Tone,-0.7603
2017-10-21,Average Tone,-1.705
2017-10-22,Average Tone,-1.021
2017-10-23,Average Tone,-0.8329
2017-10-24,Average Tone,0.4384
2017-10-25,Average Tone,0.0229
2017-10-26,Average Tone,-0.0304
2017-10-27,Average Tone,-0.7571
2017-10-28,Average Tone,-1.5998
2017-10-29,Average Tone,-1.1164
2017-10-30,Average Tone,-0.0842
2017-10-31,Average Tone,-0.8611
2017-11-01,Average Tone,-1.8027
2017-11-02,Average Tone,-1.1561
2017-11-03,Average Tone,-1.5393
2017-11-04,Average Tone,-2.0443
2017-11-05,Average Tone,-1.1619
2017-11-06,Average Tone,-1.4392
2017-11-07,Average Tone,-0.6675
